# Weight Table Information
#
#    Name:                        Supine
#    Time Stamp:                  Thu Sep  6 14:12:52 2018
#    Table Version:               2 (Variable Size)
#    Entry Size:                  0 bytes
#    Total Entries:               248
#    Number of Analog References: 3
#    Number of DSP Reference:     23
#    Description:                 
#
#               Analog Ref.            DSP Ref.                                                                                                                                                                                                                            
#
Entry  Channel  MCxA    MCyA    MCzA      MLzA       MLyA       MLzaA      MLyaA      MLxA       MLxaA      MRzA       MRxA       MRzaA      MRxaA      MRyA       MCzA       MRyaA      MCzaA      MCyA       GzxA       MCyaA      MCxA       MCxaA      GyyA       GzyA       GxxA       GyxA       
190    A148     -273    -1185   332       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.049161   0.000000   0.042072  -0.101019  -0.032108  -0.031848  -0.181834   0.021024  -0.430660  -0.790568  -0.249374   1.444631 
191    A87      517     656     -929      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.601363   0.000000   0.024705   0.483293  -0.398740   0.082000   0.725098  -0.035134   0.020387   0.515078   0.370035  -1.367720 
192    A89      -890    -26     801       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.041626   0.000000  -0.040734   0.125969   0.164591  -0.046508  -0.064732  -0.035883   0.002718  -0.192561  -1.058680   0.770586 
193    A243     611     -1054   -198      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.030782   0.000000  -0.017641  -0.196193   1.101788  -0.011989  -0.239351   0.058077  -1.136170  -0.831267   0.667311   0.533836 
194    A119     710     580     -750      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.537608   0.000000   0.008751   0.372342  -0.170457   0.071887   0.668411  -0.010324   0.149581   0.489986   0.736346  -1.186036 
195    A52      -740    724     -677      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.569153   0.000000   0.012445   0.451202  -0.222799   0.012205   0.555619  -0.077271  -0.524355   0.501431  -0.476118  -0.753597 
196    A142     554     -1090   24        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.140763   0.000000  -0.008595  -0.192083   0.368679  -0.029331  -0.367636   0.075701  -0.018385  -1.573656   0.661253   0.739872 
197    A211     -53     -1190   98        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.251285   0.000000   0.066080  -0.290623  -0.295927   0.002246  -0.274553   0.043372  -0.172709  -1.175513   0.082405   1.737539 
198    A190     694     -986    -244      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.098468   0.000000  -0.014676   0.048464   0.636495  -0.020454  -0.042770   0.083710   0.089094  -1.316355   0.814430   0.429914 
199    A53      456     -709    711       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.082202   0.000000  -0.020639  -0.126695   0.240237   0.010151  -0.113430   0.029637   0.039151  -0.558203   0.323750   0.721617 
200    A192     63      1178    -111      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.488762   0.000000  -0.092967   0.503764   0.090608  -0.009637   0.692977  -0.035600   0.369645   0.874897   0.205641  -1.438685 
201    A73      -940    -446    -282      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.674041   0.000000   0.056402   0.511015  -0.668919  -0.041303   0.676881  -0.041242  -0.004578  -0.309942  -0.479198  -0.040996 
202    A226     -65     -1151   112       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.103803   0.000000   0.057378  -0.059260  -0.132954  -0.001178  -0.169388   0.043342  -0.414092  -1.141642   0.130057   1.076628 
203    A136     -1103   -186    253       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.356214   0.000000   0.099428   0.266229  -1.054492   0.014459   0.371110  -0.077591  -0.219878  -0.214736  -0.978400   0.040817 
204    A184     976     446     -419      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.302698   0.000000  -0.111531  -0.244237   0.970251  -0.035142  -0.257964   0.085825   0.358932   0.330415   1.260593   0.046898 
205    A51      -901    496     -572      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.339565   0.000000   0.031375   0.286130  -0.478774   0.031780   0.458831  -0.095840  -0.137730   0.335153  -0.570276  -0.649332 
206    A237     -1034   -298    455       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.551817   0.000000   0.119994   0.511637  -1.309463   0.024348   0.591803  -0.108885  -0.409900  -0.334180  -1.452974   0.239563 
207    A77      -1002   510     -337      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.323176   0.000000   0.034977   0.288469  -0.630548   0.027451   0.437075  -0.085176  -0.090220   0.269364  -0.581375  -0.362946 
208    A129     -96     1277    156       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.201698   0.000000  -0.018597   0.234343  -0.145294   0.071148   0.369936  -0.072551  -0.268041   0.781890  -0.018312  -0.484934 
209    A131     261     1128    68        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.144617   0.000000  -0.044351   0.232347   0.122099   0.024935   0.248829  -0.030683  -0.210014   0.758810   0.373594  -0.142105 
210    A198     -145    1297    53        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.011378   0.000000  -0.027786   0.055498  -0.316970   0.034099   0.123769  -0.070068  -0.214020   0.906102   0.104175  -0.492918 
211    A197     -152    1279    30        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.253544   0.000000  -0.032227   0.353414  -0.300626   0.036540   0.360728  -0.081189  -0.238863   0.913840   0.076464  -0.544910 
212    A182     -641    -901    297       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.347500   0.000000   0.084429   0.283993  -0.606843   0.020535   0.296411  -0.040299  -0.123229  -0.720587  -1.006064   0.180759 
213    A46      -697    -708    -627      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.370639   0.000000   0.053575   0.275245  -0.428716  -0.030006   0.310361  -0.031519   0.014803  -0.313760  -0.422148  -0.374235 
214    A92      -624    781     662       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.101059   0.000000  -0.028230   0.074321   0.106381   0.018697   0.130681  -0.055948  -0.124319   0.264948  -0.641562  -0.079492 
215    A41      182     793     801       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.007658   0.000000  -0.042012  -0.097529   0.440366   0.024359   0.047409   0.008854   0.022449   0.299832   0.267138   0.157552 
216    A90      -861    272     768       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.171418   0.000000  -0.029722   0.184331   0.175437  -0.008178   0.141868  -0.060322  -0.105228   0.034269  -1.066641   0.195524 
217    A7       291     279     1032      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.180456   0.000000  -0.057439  -0.259368   0.656125   0.000383  -0.337143   0.048398   0.164253   0.054674   0.400844   0.358301 
218    A23      266     564     922       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.060616   0.000000  -0.048921  -0.251354   0.446931   0.015721   0.060871   0.016811   0.124075   0.280833   0.247597   0.416985 
219    A83      166     -984    639       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.067921   0.000000  -0.008419  -0.129240   0.279480  -0.015289  -0.054210   0.037199  -0.133657  -0.675999   0.252545   1.154847 
220    A154     -343    1184    113       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.410893   0.000000  -0.015392   0.225775  -0.392922   0.065263   0.644301  -0.101079  -0.197316   0.902626  -0.300805  -0.648306 
221    A34      -297    605     -980      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.287878   0.000000   0.050423   0.340968  -0.628280   0.043993   0.522536  -0.065127  -0.095195   0.336609  -0.411132  -0.781764 
222    A17      321     -310    1003      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.170983   0.000000  -0.062701  -0.165785   0.715846  -0.019931  -0.125596   0.050321   0.130382  -0.165478   0.403878   0.713862 
223    A18      77      -284    1109      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.107034   0.000000  -0.073448  -0.196097   0.683118  -0.043162  -0.189610   0.053997   0.205119  -0.308698   0.359600   1.009320 
224    A248     436     1089    -262      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.459914   0.000000  -0.090544   0.318140   0.465174   0.051703   0.447234  -0.018237   0.383832   1.069919   0.485422  -1.865983 
225    A149     -491    -1004   406       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.030818   0.000000   0.029016  -0.052515  -0.102983  -0.058167  -0.142636   0.007549  -0.375365  -0.851761  -0.498739   1.613234 
226    A118     -568    -785    695       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.018697   0.000000  -0.006712   0.074492   0.158603  -0.064685  -0.026595   0.009309  -0.196667  -0.664291  -0.554165   1.511588 
227    A208     -634    1117    192       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.614295   0.000000  -0.043923   0.603798  -0.419659  -0.033894   0.749697  -0.127164  -0.469075   0.957955  -0.757991  -0.779737 
228    A152     -973    -295    571       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.159496   0.000000   0.005424   0.247463  -0.194964  -0.048529   0.150902  -0.058740  -0.233431  -0.330467  -1.350775   0.771773 
229    A140     863     -714    -131      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.113322   0.000000  -0.056861  -0.112755   0.956148  -0.016540  -0.087298   0.050946  -0.610437  -0.461864   0.701926   0.105642 
230    A144     106     -1182   247       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.124125   0.000000   0.008576  -0.120963  -0.011838  -0.049341  -0.156650   0.046824  -0.119699  -2.130988   0.349423   1.042523 
231    A209     69      1148    -105      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.282527   0.000000  -0.071787   0.266689  -0.052413   0.010191   0.400762  -0.041519   0.531558   0.896694   0.061572  -1.178996 
232    A110     -603    1035    -289      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.473156   0.000000  -0.021966   0.351604  -0.403239  -0.014120   0.429571  -0.054325   0.243299  -0.170224  -0.344494  -0.644158 
233    A111     376     -1048   367       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.054771   0.000000   0.001591  -0.068224   0.142378   0.014805  -0.000786   0.029075  -0.097340  -0.794627   0.327384   0.844713 
234    A244     56      1182    -127      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.495635   0.000000  -0.096374   0.463432   0.169676   0.002375   0.626031  -0.044417   0.306671   0.968903   0.168538  -1.794332 
235    A185     -1100   -180    462       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.617786   0.000000   0.089362   0.535377  -1.233368  -0.006650   0.601331  -0.083204  -0.232052  -0.259892  -1.027332   0.526681 
236    A246     58      1147    -119      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.312339   0.000000  -0.084614   0.308456   0.054290   0.011232   0.444507  -0.036397   0.403255   0.882729   0.166045  -1.635116 
237    A162     925     589     -389      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.097227   0.000000  -0.105164  -0.215695   0.913175  -0.022908  -0.153474   0.064021   0.165651   0.499154   1.050936  -0.157237 
238    A106     -1046   261     -20       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.158550   0.000000   0.063642   0.232442  -0.845254  -0.001600   0.230062  -0.064638  -0.067389   0.148998  -0.577870  -0.062640 
239    A187     -1119   356     446       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.461889   0.000000   0.049872   0.436632  -1.261069   0.004309   0.538667  -0.122004  -0.218951   0.171590  -1.057775   0.312462 
240    A48      -953    -241    -515      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.398944   0.000000   0.059496   0.394187  -0.552759  -0.010789   0.395207  -0.051736  -0.076521  -0.093256  -0.484767  -0.405974 
241    A221     1113    -383    -452      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.284984   0.000000  -0.100575  -0.375513   1.312878  -0.015776  -0.416621   0.114983   0.407997  -0.333236   1.324770   0.027407 
242    A196     -145    1210    44        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.248656   0.000000  -0.026212   0.190957  -0.287887   0.041669   0.342072  -0.075760  -0.177181   0.804500   0.048402  -0.571949 
243    A133     -723    -901    90        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.460149   0.000000   0.076630   0.315391  -0.593847   0.014032   0.456850  -0.039056   0.011342  -0.586841  -0.822807  -0.066725 
244    A158     137     -1288   -45       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.014833   0.000000   0.025992  -0.104096   0.259977  -0.022390  -0.088387   0.062826   0.276581  -0.947765  -0.101099   0.433850 
245    A44      -260    -828    -830      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.165036   0.000000   0.040466   0.110859  -0.268060  -0.038123   0.113803  -0.002358   0.095184  -0.379603  -0.159831  -0.239917 
246    A134     917     710     -159      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.464416   0.000000  -0.093493  -0.362166   0.747414  -0.019679  -0.478193   0.067148   0.141052   0.508139   1.003959   0.128931 
247    A216     655     897     -284      0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.342102   0.000000  -0.096775  -0.152120   0.653787  -0.005013  -0.259917   0.037295   0.137222   0.736582   1.069662  -0.402528 
